"PREFERRED_NAME","CAS","QSAR_READY_SMILES","DTXSID","Structural Alert for genotoxic carcinogenicity","Structural Alert for S. typhimurium  mutagenicity","FG52_2","FG81_2","Cramer rules, with extensions","TTC_Class","Exposure.Total.Upper95","TTC_ug.kg.d","oed.AC50p5","NOAEL","TTC_MoE","OED_MoE","NOAEL_MoE"
"Bromacil","314-40-9","CCC(C)N1C(=O)N=C(C)C(Br)C1=O","DTXSID4022020","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000306029,1.5,0.029505673869039,1.96,4.90149626342602,96.4146334793077,6404.62178420999
"Triclopyr","55335-06-3","OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1","DTXSID0032497","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00030525,1.5,0.00617043843986474,0.5,4.91400491400491,20.2143765433734,1638.00163800164
"Lorazepam","846-49-1","OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O","DTXSID7023225","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000302503,1.5,0.656756133314679,NA,4.95862850946933,2171.07312428201,NA
"Flusilazole","85509-19-9","C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1","DTXSID3024235","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000300347,1.5,0.00509921802014834,0.35,4.9942233483271,16.9777557962901,1165.31878127632
"Forchlorfenuron","68157-60-8","ClC1=NC=CC(NC(=O)NC2=CC=CC=C2)=C1","DTXSID1034634","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00029797,1.5,0.171644471920992,7,5.03406383192939,576.046152032059,23492.2978823371
"5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide","50-65-7","OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1Cl)[N+]([O-])=O","DTXSID7040362","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000296859,1.5,0.000694849166369769,NA,5.05290390387356,2.34067071023539,NA
"Aldoxycarb","1646-88-4","CNC(=O)ON=CC(C)(C)S(C)(=O)=O","DTXSID6023862","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000289921,1.5,0.291276030541998,0.11,5.17382321391,1004.67379231583,379.4137023534
"Biochanin A","491-80-5","COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O","DTXSID1022394","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000287964,1.5,0.128213014235999,NA,5.20898445639038,445.239732174853,NA
"2,6-Dimethylaniline","87-62-7","CC1=CC=CC(C)=C1N","DTXSID8026307","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.00574886,30,0.00138144289506952,15,5.2184259140073,0.240298580078402,2609.21295700365
"(-)-Ambroxide","6790-58-5","CC12CCC3C(C)(C)CCCC3(C)C1CCO2","DTXSID0047113","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000276233,1.5,0.155106376951508,800,5.43019841945025,561.505601979157,2896105.8237068
"Fluroxypyr","69377-81-7","NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl","DTXSID2034627","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000275792,1.5,0.00706574523771742,14,5.43888147589488,25.6198339245425,50762.8937750188
"Hydramethylnon","67485-29-4","CC1(C)CNC(NC1)=NN=C(C=CC1=CC=C(C=C1)C(F)(F)F)C=CC1=CC=C(C=C1)C(F)(F)F","DTXSID6023868","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000272065,1.5,0.00883747128092266,1,5.51338834469704,32.4829407712225,3675.59222979803
"Oxadiazon","19666-30-9","CC(C)OC1=CC(N2N=C(OC2=O)C(C)(C)C)=C(Cl)C=C1Cl","DTXSID3024239","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00027045,1.5,0.000296935130610461,0.5,5.54631170271769,1.09792985990187,1848.77056757256
"1,2,3-Trichlorobenzene","87-61-6","ClC1=CC=CC(Cl)=C1Cl","DTXSID8026193","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000266426,1.5,0.00345864431203476,7.7,5.63008114823628,12.9816320930944,28901.0832276129
"Cyproconazole","94361-06-5","CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1","DTXSID0032601","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000266149,1.5,0.00120615540823772,1,5.6359407700198,4.53188029351123,3757.29384667987
"Fluometuron","2164-17-2","CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F","DTXSID8020628","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000260851,1.5,0.495171736811747,0.55,5.7504092374574,1898.29341966006,2108.48338706771
"2-[2-(2-Ethoxyethoxy)ethoxy]ethanol","112-50-5","CCOCCOCCOCCO","DTXSID3024368","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.005150497,30,1.41839708717919,250,5.82468060849273,275.39033362784,48539.0050707728
"Cymoxanil","57966-95-7","CCNC(=O)NC(=O)C(=NOC)C#N","DTXSID6032358","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000256909,1.5,0.151890807271232,1.3,5.83864325500469,591.224158247597,5060.15748767073
"Hexobarbital","56-29-1","CN1C(O)=NC(=O)C(C)(C2=CCCCC2)C1=O","DTXSID9023122","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000253829,1.5,0.191064935523242,NA,5.90949024737126,752.730915392812,NA
"Fenbuconazole","114369-43-6","ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1","DTXSID8032548","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000249884,1.5,0.0258227943668379,0.38,6.00278529237566,103.339126822197,1520.70560740183
"4-Pentylaniline","33228-44-3","CCCCCC1=CC=C(N)C=C1","DTXSID0040707","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.004942773,30,0.0394932589771045,NA,6.06946748313143,7.99010170548082,NA
"Daminozide","1596-84-5","CN(C)NC(=O)CCC(O)=O","DTXSID9020370","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000241768,1.5,5.00270657733512,0.8,6.20429502663711,20692.1783583234,3308.95734753979
"Imazethapyr","81335-77-5","CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O","DTXSID3024287","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000240921,1.5,0.060863607619034,25,6.22610731318565,252.628901669153,103768.455219761
"Fluoxastrobin","361377-29-9","CON=C(C1=NOCCO1)C1=C(OC2=C(F)C(OC3=C(Cl)C=CC=C3)=NC=N2)C=CC=C1","DTXSID2034625","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000240816,1.5,0.00919182554534301,1.5,6.22882200518238,38.1694968164201,6228.82200518238
"Acetamiprid","135410-20-7","CN(CC1=CN=C(Cl)C=C1)C(C)=NC#N","DTXSID0034300","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00023877,1.5,0.34215419742994,4.8,6.28219625581103,1432.98654533626,20103.0280185953
"Triazophos","24017-47-8","CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1","DTXSID9037612","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000232234,1.5,1.84014457575401,NA,6.45900255776501,7923.66568096837,NA
"Methomyl","16752-77-5","CNC(=O)ON=C(C)SC","DTXSID1022267","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000231408,1.5,0.0373010912454213,0.25,6.48205766438498,161.191882931538,1080.34294406416
"Clopyralid","1702-17-6","OC(=O)C1=C(Cl)C=CC(Cl)=N1","DTXSID9029221","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000227569,1.5,0.000296262673551956,15,6.59140744125957,1.30185866067855,65914.0744125957
"Warfarin","81-81-2","CC(=O)CC(C1C(=O)OC2=CC=CC=C2C1=O)C1=CC=CC=C1","DTXSID5023742","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000226433,1.5,0.00352182650359764,NA,6.62447611434729,15.5535037013052,NA
"Dibutyl decanedioate","109-43-3","CCCCOC(=O)CCCCCCCCC(=O)OCCCC","DTXSID1041847","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.004509096,30,2.42824752092276,200,6.65321829475354,538.522027679775,44354.7886316903
"Tepraloxydim","149979-41-9","CCC(=NOCC=CCl)C1C(=O)CC(CC1=O)C1CCOCC1","DTXSID7034252","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000223937,1.5,0.000814629826276573,5,6.69831247181127,3.63776341683854,22327.7082393709
"4-Propylaniline","2696-84-6","CCCC1=CC=C(N)C=C1","DTXSID5048180","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.004471272,30,0.00789343282971591,NA,6.7095001154034,1.76536628273026,NA
"Zoxamide","156052-68-5","CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl","DTXSID9032581","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000217917,1.5,0.00123199233684163,50,6.88335467173282,5.65349347155855,229445.155724427
"2,3,6-Trimethylphenol","2416-94-6","CC1=CC=C(C)C(O)=C1C","DTXSID6022187","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.004304341,30,2.05502677705968,55,6.96970802266828,477.431220495699,12777.7980415585
"Thidiazuron","51707-55-2","O=C(NC1=CN=NS1)NC1=CC=CC=C1","DTXSID0032651","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000213479,1.5,0.0064116991057448,3.93,7.02645225057266,30.0343317410368,18409.3048965004
"Pyrimethamine","58-14-0","CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1","DTXSID9021217","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00021316,1.5,0.0567650651874329,2.7,7.0369675361231,266.302613939918,12666.5415650216
"Dexamethasone","50-02-2","CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","DTXSID3020384","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000213014,1.5,0.000507082069147006,NA,7.04179068042476,2.38051052581993,NA
"Foramsulfuron","173159-57-4","COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC(NC=O)=C2)C(=O)N(C)C)=N1","DTXSID7034753","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00021235,1.5,0.0157770452964906,500,7.06380974805745,74.2973642405963,2354603.24935248
"Trinexapac-ethyl","95266-40-3","CCOC(=O)C1CC(=O)C(C(=O)C2CC2)C(=O)C1","DTXSID9032535","NO","NO","NO","NO","Intermediate (Class II)","Cramer Class II",0.00125419,9,8.61502071922968,32,7.17594622824293,6868.99171515454,25514.4754781971
"Haloxyfop-methyl","69806-40-2","COC(=O)C(C)OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1","DTXSID6024123","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000207888,1.5,3.74489994301836,NA,7.21542368967906,18014.0265095549,NA
"Azoxystrobin","131860-33-8","COC=C(C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1","DTXSID0032520","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000204664,1.5,0.165006161194815,18,7.32908572098659,806.229533258485,87949.0286518391
"Perfluorohexanoic acid","307-24-4","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID3031862","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000203234,1.5,1.30649262542372e-06,NA,7.38065481169489,0.00642851405485165,NA
"Bensulfuron-methyl","83055-99-6","COC(=O)C1=C(CS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2)C=CC=C1","DTXSID7024164","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000202651,1.5,0.000608607747324906,19.9,7.4018879748928,3.00323091090054,98198.3804669111
"4-tert-Butylaniline","769-92-6","CC(C)(C)C1=CC=C(N)C=C1","DTXSID0048181","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.004045857,30,0.00655654452617451,NA,7.41499267027975,1.62055765346489,NA
"Pendimethalin","40487-42-1","CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O","DTXSID7024245","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000196231,1.5,0.0522969871549442,10,7.64405216301196,266.507265187173,50960.3477534131
"4-(Hexyloxy)phenol","18979-55-0","CCCCCCOC1=CC=C(O)C=C1","DTXSID4048195","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.003886893,30,0.0225198294993611,NA,7.71824693913622,5.7937868367771,NA
"Buspirone","36505-84-7","O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1","DTXSID2022707","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000192769,1.5,0.239388789833029,NA,7.78133413567534,1241.84277468384,NA
"2-Ethylhexanoic acid","149-57-5","CCCCC(CC)C(O)=O","DTXSID9025293","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.003828277,30,0.00932135189987645,25,7.83642353988491,2.43486871505809,6530.3529499041
"Triticonazole","131983-72-7","CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1","DTXSID0032655","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000191401,1.5,0.00705370492227073,2,7.83694965021081,36.8530202155199,10449.2662002811
"Cyanazine","21725-46-2","CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1","DTXSID1023990","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000188679,1.5,0.0123542215135009,NA,7.95001033501344,65.4774591422518,NA
"Fenofibrate","49562-28-9","CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1","DTXSID2029874","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000188679,1.5,3.51591237208821,585.5,7.95001033501344,18634.3597967352,3103154.03410024
"1,2,4,5-Tetrachlorobenzene","95-94-3","ClC1=CC(Cl)=C(Cl)C=C1Cl","DTXSID7024320","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000186702,1.5,0.00269248190786711,0.34,8.0341935276537,14.4212804783404,1821.08386626817
"Carbaryl","63-25-2","CNC(=O)OC1=C2C=CC=CC2=CC=C1","DTXSID9020247","NO","NO","YES","NO","High (Class III)","Anti-cholinesterase",3.71e-05,0.3,2.11199324824331,1,8.08625336927224,56927.0417316255,26954.1778975741
"Fenarimol","60168-88-9","OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl","DTXSID2032390","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000181534,1.5,0.00695643100040788,0.6,8.26291493604504,38.320265076558,3305.16597441802
"Maprotiline","10262-69-8","CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21","DTXSID7045029","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000180566,1.5,0.0118849624127301,NA,8.30721176744238,65.8205997404281,NA
"3,5-Dichlorosalicyl-3,4-dichloroanilide","1154-59-2","OC1=C(C=C(Cl)C=C1Cl)C(=O)NC1=CC=C(Cl)C(Cl)=C1","DTXSID4040767","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000175272,1.5,0.000130782648265623,NA,8.55812679720663,0.746169657821121,NA
"Pyrimethanil","53112-28-0","CC1=CC(C)=NC(NC2=CC=CC=C2)=N1","DTXSID8034877","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00017277,1.5,0.0286221143445203,17,8.68206285813509,165.665997247904,98396.7123921977
"2-Anisidine","90-04-0","COC1=CC=CC=C1N","DTXSID5023877","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.003445849,30,0.135600506989709,7,8.70612728532214,39.3518424602208,2031.4296999085
"5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin","63612-50-0","CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","DTXSID3034165","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000171791,1.5,0.0118662782095943,NA,8.73154006903738,69.0739224382785,NA
"Dipropyl 2,5-pyridinedicarboxylate","136-45-8","CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC","DTXSID8032544","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000171003,1.5,4.01156307834129,NA,8.77177593375555,23459.021644891,NA
"Icaridin","119515-38-7","CCC(C)OC(=O)N1CCCCC1CCO","DTXSID0034227","YES","YES","YES","NO","High (Class III)","Anti-cholinesterase",3.42e-05,0.3,0.645180244096254,301,8.7719298245614,18864.9194180191,8801169.59064328
"Methyl ethyl ketone","78-93-3","CCC(C)=O","DTXSID3021516","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.00339287,30,0.0861800114975892,497,8.84207175635966,25.4003281875195,146483.655430358
"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone","59756-60-4","CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1","DTXSID8024107","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000168986,1.5,0.131339420193945,50,8.87647497425822,777.220717656759,295882.499141941
"Piragliatin","625114-41-2","CS(=O)(=O)C1=CC=C(C=C1Cl)C(CC1CCC(=O)C1)C(=O)NC1=NC=CN=C1","DTXSID3048520","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00016887,1.5,0.519426945127612,NA,8.882572392965,3075.89829530178,NA
"Imazapyr","81334-34-1","CC(C)C1(C)N=C(NC1=O)C1=NC=CC=C1C(O)=O","DTXSID8034665","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000168437,1.5,0.000957638000191153,250,8.90540676929653,5.68543728629193,1484234.46154942
"Tefluthrin","79538-32-2","CC1=C(F)C(F)=C(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)C(F)=C1F","DTXSID5032577","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000168366,1.5,0.844254863865727,0.5,8.90916218238837,5014.40233696665,2969.72072746279
"Sodium dehydroacetate","4418-26-2","CC(O)=C1C(=O)OC(C)=CC1=O","DTXSID7026029","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.0001638,1.5,1.92847062815039e-05,50,9.15750915750916,0.117733249581831,305250.305250305
"N,N-Diethylaniline","91-66-7","CCN(CC)C1=CC=CC=C1","DTXSID8021800","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.003274797,30,0.0685323843137358,10,9.16087317778781,20.9272160423183,3053.62439259594
"Fluoxetine","54910-89-3","CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1","DTXSID7023067","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000163393,1.5,0.00841633329595988,NA,9.18031984234331,51.5097543711167,NA
"Ipconazole","125225-28-7","CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1","DTXSID7034674","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000162987,1.5,0.196075095934387,1.5,9.20318798431777,1203.0106446182,9203.18798431777
"17-Methyltestosterone","58-18-4","CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C","DTXSID1033664","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000161088,1.5,7.98521109990387e-05,NA,9.31168057210965,0.495704900421128,NA
"Amobarbital","57-43-2","CCC1(CCC(C)C)C(=O)NC(=O)NC1=O","DTXSID9020081","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000159788,1.5,3.59066427289048,NA,9.38743835582146,22471.4263454733,NA
"3,3'-Dimethylbenzidine dihydrochloride","119-93-7","CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1","DTXSID6020511","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000159699,1.5,0.979984916943422,NA,9.39266996036293,6136.44992732216,NA
"Oxasulfuron","144651-06-9","CC1=CC(C)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC2COC2)=N1","DTXSID4034364","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00015923,1.5,0.117381774524739,1.3,9.42033536393896,737.183787758204,8164.2906487471
"Pymetrozine","123312-89-0","CC1CN(N=CC2=CC=CN=C2)C(=O)N=N1","DTXSID2032637","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000157985,1.5,1.06395666749291,0.377,9.49457226951926,6734.54231409884,2386.30249707251
"Triasulfuron","82097-50-5","COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(OCCCl)C=CC=C2)=N1","DTXSID0024345","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000156764,1.5,0.025952788239052,1.2,9.56852338547115,165.553240789033,7654.81870837692
"3-Dimethylaminophenol","99-07-0","CN(C)C1=CC=CC(O)=C1","DTXSID0025101","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.003107732,30,0.122416024384587,NA,9.6533420513738,39.3907918651245,NA
"Perfluoroheptanoic acid","375-85-9","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID1037303","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000154235,1.5,0.0016627430776008,NA,9.72541900346873,10.78058208319,NA
"2,4-Di-tert-butylphenol","96-76-4","CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C","DTXSID2026602","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.003071934,30,0.0214171467023796,50,9.76583481285731,6.97187722860569,16276.3913547622
"2,4-Dihydroxybenzophenone","131-56-6","OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1","DTXSID8022406","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000152042,1.5,0.0253962218013999,236,9.86569500532748,167.03425238684,1552202.68083819
"4-Ethoxyaniline","156-43-4","CCOC1=CC=C(N)C=C1","DTXSID0025864","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.003036355,30,9.86778834775997,NA,9.88026762351569,3249.87965760261,NA
"Pyrithiobac sodium","123343-16-8","COC1=CC(OC)=NC(SC2=C(C(O)=O)C(Cl)=CC=C2)=N1","DTXSID8032673","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000150516,1.5,0.0835089502891789,1.43,9.9657179303197,554.817762159365,9500.65109357145
"Domperidone","57808-66-9","ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2","DTXSID1045116","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00015009,1.5,0.115337212599331,NA,9.9940035978413,768.453678455131,NA
"Albuterol","18559-94-9","CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1","DTXSID5021255","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002951643,30,0.00148228502193082,NA,10.1638307884795,0.502189804773417,NA
"Imazaquin","81335-37-7","CC(C)C1(C)N=C(NC1=O)C1=NC2=C(C=CC=C2)C=C1C(O)=O","DTXSID3024152","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000147545,1.5,0.00125630180804117,25,10.1663899149412,8.51470268759479,169439.831915687
"Rotenone","83-79-4","COC1=CC2=C(C=C1OC)C1C(CO2)OC2=C3CC(OC3=CC=C2C1=O)C(C)=C","DTXSID6021248","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00014341,1.5,0.000297428899503145,0.375,10.4595216512098,2.07397600936577,2614.88041280245
"2,4-Dichlorophenoxyacetic acid","94-75-7","OC(=O)COC1=C(Cl)C=C(Cl)C=C1","DTXSID0020442","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000143292,1.5,0.000329735664128771,1,10.4681349970689,2.3011449636321,6978.75666471262
"(Z)-Nerol","106-25-2","CC(C)=CCCC(C)=CCO","DTXSID3026728","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002823586,30,0.00351843797279507,100,10.6247870615593,1.2460884750084,35415.9568718644
"Pyridaben","96489-71-3","CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O","DTXSID5032573","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000141136,1.5,0.0249592874891312,0.5,10.6280467067226,176.845648800669,3542.6822355742
"CP-544439","230954-09-3","ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1","DTXSID8047266","NO","YES","NO","NO","High (Class III)","Cramer Class III",0.000139957,1.5,0.278725570009657,400,10.7175775416735,1991.50860628376,2858020.6777796
"Tetraethylthiuram disulfide","97-77-8","CCN(CC)C(=S)SSC(=S)N(CC)CC","DTXSID1021322","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000139044,1.5,0.00839092455315493,3,10.7879520151894,60.3472609616735,21575.9040303789
"Perfluorooctanesulfonic acid","1763-23-1","OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID3031864","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000138353,1.5,0.00297574459253776,6e-04,10.8418321250714,21.5083488795889,4.33673285002855
"Glybenclamide","10238-21-8","COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","DTXSID0037237","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000136925,1.5,0.0179401775844808,NA,10.9549023187877,131.021928679794,NA
"Indoxacarb","173584-44-6","COC(=O)N(C(=O)N1COC2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1","DTXSID1032690","NO","NO","YES","NO","High (Class III)","Anti-cholinesterase",2.72e-05,0.3,0.0503765379534653,0.76,11.0294117647059,1852.07860123034,27941.1764705882
"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline","13080-86-9","CC(C)(C1=CC=C(OC2=CC=C(N)C=C2)C=C1)C1=CC=C(OC2=CC=C(N)C=C2)C=C1","DTXSID5051650","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00013377,1.5,6.87554626081071e-05,NA,11.213276519399,0.513982676295934,NA
"2,5-Bis(2-methylbutan-2-yl)benzene-1,4-diol","79-74-3","CCC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)CC","DTXSID5044992","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002629759,30,0.0771696943236702,15,11.4078894681984,29.3447781046363,5703.94473409921
"4-Heptylphenol","1987-50-4","CCCCCCCC1=CC=C(O)C=C1","DTXSID2037714","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002608481,30,0.0211874195218425,NA,11.500946336201,8.12251249744297,NA
"4-Hydroxy-3-methoxybenzaldehyde","121-33-5","COC1=C(O)C=CC(C=O)=C1","DTXSID0021969","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.002597371,30,25.8110377602394,20,11.5501405074593,9937.3704258034,7700.09367163952
"Nicotine","54-11-5","CN1CCCC1C1=CN=CC=C1","DTXSID1020930","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000129586,1.5,0.32789369731141,4.4,11.57532449493,2530.31729748129,33954.285185128
"2,4-Dichlorophenoxybutyric acid","94-82-6","OC(=O)CCCOC1=CC=C(Cl)C=C1Cl","DTXSID7024035","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000129297,1.5,0.0052605520472848,3,11.6011972435555,40.6858012736939,23202.3944871111
