DTXSID,CASRN,Name,pod.nam.95,pod.nam.50,pod.ratio.95,pod.ratio.50,ber.95,ber.50,ber.95.pod.50,ber.50.pod.50,log.AED.5,log.AED.50,log.AED.95,log.AED.hipptox.50,log.AED.hipptox.95,log.max.AED,log.expo.50,log.expo.95,log.p5.POD,log.p95.POD,log.min.pod,log.max.pod,log.med.pod,AED_5,AED_50,AED_95,AED_hipptox_50,AED_hipptox_95,max_AED,min.POD,mean.POD,med.POD,max.POD,p5.POD,p95.POD,expocast.total.med,expocast.total.95,log.ttc.mkd,ttc.label,pod.ratio.95.binary,pod.ratio.50.binary,ttc.ratio.95,ttc.ratio.50,log.hed.5,hed.pod.ratio.95,hed.pod.ratio.50
DTXSID5024059,119-93-7,"3,3'-Dimethylbenzidine",-1.439068742,-1.07633491,2.615160001,2.252426169,2.433198159,4.289089651,2.795931991,4.651823483,-0.729146704,-1.07633491,-1.439068742,,,0.309212832,-5.728158393,-3.872266902,1.176091259,2.574031268,1.176091259,2.574031268,2.096910013,0.186574934,0.083881288,0.036385744,,,2.038040604,15,149.2553191,125,375,15,375,0.00000187,0.000134194,,Exclusion,1,1,,,0.385606274,1.824675016,1.461941184
DTXSID0034223,119168-77-3,Tebufenpyrad,-2.979530677,-1.833376217,2.893344529,1.747190069,2.116836807,3.913259354,3.262991267,5.059413813,-1.245052464,-1.833376217,-2.979530677,,,0.323555161,-6.89279003,-5.096367484,-0.086186148,2.209515015,-0.15490196,2.209515015,1.229169703,0.056878422,0.014676543,0.001048261,,,2.10646943,0.7,34.58369565,16.95,162,0.82,162,0.000000128,0.00000801,-2.823908741,1.5,1,1,-0.155621936,0.990532524,-0.876671133,2.102859544,0.956705084
DTXSID5032365,1194-65-6,Dichlobenil,-1.846826596,-1.459623725,1.943736609,1.556533738,4.153173404,6.140336179,4.540376275,6.527539051,-1.121545426,-1.459623725,-1.846826596,,,-0.204919708,-7.987162775,-6,0.096910013,2.698970004,0,3,1.659345636,0.075588299,0.03470374,0.014228968,,,0.623850162,1,123.5678182,45.64,1000,1.25,500,1.03E-08,0.000001,-2.823908741,1.5,1,1,0.977082145,1.364285016,-0.468265691,1.378560905,0.991358034
DTXSID4032372,119446-68-3,Difenoconazole,-1.67993157,-0.688223523,2.157052825,1.165344778,3.408910821,5.244521468,4.400618868,6.236229515,-0.123000627,-0.688223523,-1.67993157,0.916761459,-0.118741578,0.497509732,-6.924453039,-5.088842391,0.477121255,3.352182518,-0.017728767,3.653212514,2.176091259,0.753354475,0.205010676,0.020896254,8.255843632,0.760778835,3.144196876,0.96,507.045381,150,4500,3,2250,0.000000119,0.00000815,-2.823908741,1.5,1,1,1.14397717,2.135685218,-0.614393726,1.065537844,0.073829797
DTXSID0034227,119515-38-7,Icaridin,-0.284170035,0.293783334,2.762736531,2.184783162,5.643947957,7.511709982,6.221901326,8.089663351,0.753791809,0.293783334,-0.284170035,,,1.739405596,-7.795880017,-5.928117993,2.478566496,3.076276255,2.478566496,3.076276255,3.014100322,5.672726021,1.96690477,0.519792447,,,54.87892499,301,918.4,1033,1192,301,1192,0.000000016,0.00000118,-5.602059991,0.0025,1,1,5.317889956,5.895843325,1.68808151,1.972251545,1.394298177
DTXSID0023878,120-12-7,Anthracene,-1.88858101,-0.62973276,4.88858101,3.62973276,2.401301625,4.19391348,3.660149875,5.45276173,0.086337655,-0.62973276,-1.88858101,,,0.005220708,-6.08249449,-4.289882635,3,3,3,3,3,1.219937708,0.234567176,0.012924656,,,1.012093668,1000,1000,1000,1000,1000,1000,0.000000827,0.0000513,-5.602059991,0.0025,1,1,3.713478981,4.972327231,1.908485019,3.797066029,2.538217779
DTXSID5020154,120-32-1,Clorophene,-2.004522865,-0.860423166,3.48164412,2.337544421,2.67325784,4.631865155,3.817357539,5.775964854,-0.207998012,-0.860423166,-2.004522865,,,-0.565581128,-6.63638802,-4.677780705,1.477121255,3,1.176091259,3,2.681241237,0.619443911,0.137903991,0.009896398,,,0.271906051,15,517.5,480,1000,30,1000,0.000000231,0.000021,-2.823908741,1.5,1,1,0.819385876,1.963485575,0.686636269,2.691159134,1.547059435
DTXSID0020440,120-36-5,Dichlorprop,-2.328579087,-1.417824844,3.370366406,2.459612163,0.522853731,2.32311605,1.433607974,3.233870293,-1.02801261,-1.417824844,-2.328579087,,,-1.493062518,-4.651695137,-2.851432818,1.041787319,2.341632336,0.561101384,2.341632336,2.06483222,0.093753478,0.038209834,0.00469268,,,0.03213198,3.64,135.0483333,116.1,219.6,11.01,219.6,0.0000223,0.001407885,-2.823908741,1.5,1,1,0.495329654,1.406083897,0.251302334,2.579881421,1.669127177
DTXSID9022528,120-47-8,Ethylparaben,0.797594757,1.331775894,2.156647753,1.622466615,3.946912383,5.680323461,4.48109352,6.214504598,1.811821126,1.331775894,0.797594757,,,2.030343167,-4.882728704,-3.149317626,2.954242509,3.079181246,2.954242509,3.079181246,3,64.83673338,21.4672243,6.274725867,,,107.2366324,900,1016.666667,1000,1200,900,1200,0.0000131,0.000709059,-1.522878745,30,1,1,2.320473502,2.854654639,2.163757524,1.366162767,0.83198163
DTXSID1020350,120-71-8,2-Methoxy-5-methylaniline,0.952142162,1.416155507,1.445797847,0.981784501,4.761426773,6.651112166,5.225440119,7.115125512,1.863070441,1.416155507,0.952142162,,,2.106735061,-5.698970004,-3.809284611,2.397940009,2.819543936,2.397940009,2.819543936,2.698970004,72.95758353,26.070869,8.956579018,,,127.8601062,250,450,500,660,250,660,0.000002,0.000155137,-5.602059991,0.0025,1,1,6.554202153,7.018215499,1.426998959,0.474856797,0.010843451
DTXSID3020257,120-80-9,Catechol,-1.963589318,-0.831077583,3.461899871,2.329388137,3.172493305,5.336572957,4.30500504,6.469084691,-0.203546006,-0.831077583,-1.963589318,,,-0.28459093,-7.300162274,-5.136082623,1.498310554,3.079181246,1.477121255,3.079181246,2.602059991,0.625826565,0.147544293,0.010874535,,,0.519288936,30,614.8,400,1200,31.5,1200,5.01E-08,0.00000731,-1.522878745,30,1,1,-0.440710572,0.691801162,0.707825568,2.671414886,1.538903151
DTXSID4034609,120068-37-3,Fipronil,-3.062931529,-2.045868687,1.803294218,0.786231376,2.560491514,4.423850871,3.577554356,5.440913713,-1.613812993,-2.045868687,-3.062931529,,,-1.342118467,-7.4867824,-5.623423043,-1.259637311,1.224014811,-1.721246399,1.380753771,0.873611197,0.024332515,0.008997696,0.000865104,,,0.045486396,0.019,7.909109756,7.475,24.03,0.055,16.75,3.26E-08,0.00000238,-5.602059991,0.0025,1,1,2.539128462,3.556191304,-2.351152292,0.711779237,-0.305283605
DTXSID9034492,120116-88-3,Cyazofamid,-0.897876481,-0.211381299,2.367698497,1.681203315,4.775787658,6.844444945,5.46228284,7.530940126,0.295381945,-0.211381299,-0.897876481,,,1.025551282,-7.742321425,-5.673664139,1.469822016,3.080410007,1.469822016,3.080410007,2.993392137,1.974158169,0.614637,0.126509611,,,10.60599167,29.5,651.7916667,984.9,1203.4,29.5,1203.4,1.81E-08,0.00000212,-2.823908741,1.5,1,1,1.92603226,2.612527442,0.679337031,1.577213511,0.89071833
DTXSID0020529,121-14-2,"2,4-Dinitrotoluene",-1.967795201,-1.558265297,1.268825197,0.859295293,3.374193403,5.560913088,3.783723306,5.970442992,-1.25027729,-1.558265297,-1.967795201,,,0.134407345,-7.528708289,-5.341988603,-0.698970004,2.380211242,-0.698970004,2.380211242,2,0.056198239,0.027652519,0.01076973,,,1.362722245,0.2,92.68484848,100,240,0.2,240,2.96E-08,0.00000455,-5.602059991,0.0025,1,1,3.63426479,4.043794694,-0.965772739,1.002022462,0.592492558
DTXSID1032359,121552-61-2,Cyprodinil,-1.257188091,-0.166309557,2.507608093,1.416729559,4.552480211,6.552480211,5.643358745,7.643358745,0.42567816,-0.166309557,-1.257188091,,,0.042141538,-7.809668302,-5.809668302,1.250420002,3,0.431363764,3.049605613,2.435685138,2.664883083,0.68185251,0.055311051,,,1.101898362,2.7,394.4670833,272.7,1121,17.8,1000,1.55E-08,0.00000155,-2.823908741,1.5,1,1,1.56672065,2.657599184,0.459935017,1.717123107,0.626244573
DTXSID4032613,122-14-5,Fenitrothion,-2.839530032,-1.674774919,1.936440045,0.771684932,2.452899792,4.251984949,3.617654905,5.416740062,-1.03629429,-1.674774919,-2.839530032,,,-0.297617364,-7.091514981,-5.292429824,-0.903089987,1.397940009,-0.903089987,1.397940009,0.301029996,0.091982606,0.021145847,0.001447005,,,0.503944414,0.125,6.028266667,2,25,0.125,25,0.000000081,0.0000051,-5.602059991,0.0025,1,1,2.76252996,3.927285072,-1.359121221,1.48040881,0.315653698
DTXSID4021268,122-34-9,Simazine,-0.428666079,0.17003536,0.309479672,-0.289221768,5.601452277,7.48854855,6.200153717,8.08724999,0.616775794,0.17003536,-0.428666079,,,1.433979675,-7.91721463,-6.030118356,-0.119186408,2.392696953,-0.387216143,2.484014963,1.800029359,4.137860015,1.479228823,0.372678141,,,27.16312145,0.41,95.09888889,63.1,304.8,0.76,247,1.21E-08,0.000000933,-5.602059991,0.0025,1,0,5.173393912,5.772095352,-0.367239112,0.061426968,-0.537274472
DTXSID4021975,122-39-4,Diphenylamine,-1.109701884,-0.109144875,1.507641893,0.507084884,2.392608426,4.203661847,3.393165435,5.204218855,0.493720794,-0.109144875,-1.109701884,,,0.172029386,-5.313363731,-3.50231031,0.397940009,3.720159303,0.301029996,3.720159303,2.456517858,3.11688511,0.777777051,0.077678014,,,1.486036191,2,993.2775641,286.1,5250,2.5,5250,0.00000486,0.00031455,-2.823908741,1.5,1,1,1.714206857,2.714763866,0.034227261,1.143929145,0.143372136
DTXSID9021976,122-99-6,2-Phenoxyethanol,-2.426440538,-2.021805241,4.380683048,3.97604775,0.11352656,1.95971764,0.518161858,2.364352937,-1.708621121,-2.021805241,-2.426440538,,,0.533581933,-4.386158178,-2.539967099,1.954242509,3.273001272,1.903089987,3.397940009,2.84509804,0.019560452,0.009510312,0.003745928,,,3.416503998,80,683.33,700,2500,90,1875,0.0000411,0.00288425,-2.045757491,9,1,1,-0.380683048,0.02395225,1.347817713,3.774258251,3.369622953
DTXSID6032645,122836-35-5,Sulfentrazone,0.311984487,0.79971725,0.98686859,0.499135827,5.4088945,7.240102479,5.896627263,7.727835243,1.224771948,0.79971725,0.311984487,,,2.358609769,-6.928117993,-5.096910013,1.298853076,2.728272598,1,2.728272598,2.528402438,16.77922694,6.305466895,2.051088911,,,228.3546025,10,239.7052174,337.6,534.9,19.9,534.9,0.000000118,0.000008,-2.823908741,1.5,1,1,3.135893228,3.623625991,0.508368091,0.196383604,-0.291349159
DTXSID1032642,122931-48-0,Rimsulfuron,-0.669254492,-0.289555461,1.465134509,1.085435478,4.98049749,6.904234247,5.360196521,7.283933278,0.004255043,-0.289555461,-0.669254492,,,1.342268133,-7.573488739,-5.649751982,0.795880017,3.1775365,0.204119983,3.1775365,2.698970004,1.009845753,0.513386612,0.214163526,,,21.99217248,1.6,667.5239773,500,1505,6.25,1505,2.67E-08,0.00000224,-2.823908741,1.5,1,1,2.154654249,2.53435328,0.281397022,0.950651514,0.570952483
DTXSID9020792,123-33-1,Maleic hydrazide,-5.028727,-3.98636707,6.426667009,5.384307078,0.556299652,2.360612837,1.598659582,3.402972767,-3.529924039,-3.98636707,-5.028727,,,-1.98692268,-7.389339837,-5.585026652,1.397940009,2.698970004,1.397940009,2.698970004,1.462397998,0.000295173,0.000103189,9.35994E-06,,,0.010305696,25,184.6666667,29,500,25,500,4.08E-08,0.0000026,-5.602059991,0.0025,1,1,0.573332991,1.615692922,0.607455023,5.636182023,4.593822093
DTXSID6047286,123122-55-4,Candoxatril,1.343482962,1.847852525,1.656517038,1.152147475,5.977994977,7.806924519,6.48236454,8.311294082,2.327247141,1.847852525,1.343482962,,,2.00077927,-6.463441557,-4.634512015,3,3.079181246,3,3.079181246,3.079181246,212.4453067,70.4453814,22.05377612,,,100.1795946,1000,1120,1200,1200,1000,1200,0.000000344,0.0000232,-1.522878745,30,1,1,2.866361707,3.37073127,2.288696261,0.945213299,0.440843736
DTXSID2032637,123312-89-0,Pymetrozine,0.931476927,1.457038059,-0.437322333,-0.962883465,6.852295681,8.801143159,7.377856813,9.32670429,1.861063035,1.457038059,0.931476927,,,2.285632758,-7.869666232,-5.920818754,0.494154594,2.829303773,-0.42365865,2.829303773,1.942008053,72.62113545,28.64428979,8.540374738,,,193.0335322,0.377,168.564774,87.5,675,3.12,675,1.35E-08,0.0000012,-5.602059991,0.0025,0,0,6.533536919,7.05909805,0.209515015,-0.721961913,-1.247523044
DTXSID8032673,123343-16-8,Pyrithiobac-sodium,-1.057132139,-0.692833017,2.534253393,2.169954271,4.116793059,5.828924509,4.481092181,6.193223631,-0.368995557,-0.692833017,-1.057132139,,,-0.027827951,-6.886056648,-5.173925197,1.477121255,4.176091259,0.155336037,4.176091259,2.872156273,0.42756726,0.20284625,0.087673403,,,0.937933503,1.43,2046.595795,745,15000,30,15000,0.00000013,0.0000067,-2.823908741,1.5,1,1,1.766776602,2.131075724,0.686636269,1.743768408,1.379469286
DTXSID2034881,124495-18-7,Quinoxyfen,-2.905651269,-1.909450046,3.905651269,2.909450046,2.997438718,4.904017033,3.993639941,5.900218255,-1.508195973,-1.909450046,-2.905651269,,,-1.582170109,-7.809668302,-5.903089987,1,2.399673721,1,2.698970004,2.301029996,0.03103159,0.012318277,0.00124265,,,0.026171577,10,169.8421053,200,500,10,251,1.55E-08,0.00000125,-2.823908741,1.5,1,1,-0.081742528,0.914458695,0.209515015,3.115166284,2.118965061
DTXSID7034383,125401-92-5,Bispyribac-sodium,-3.967331693,-3.013353156,5.004758191,4.050779654,1.059078683,2.828548324,2.01305722,3.782526861,-2.562775093,-3.013353156,-3.967331693,,,-1.367604856,-6.795880017,-5.026410377,1.037426498,3.169938809,0.176091259,3.169938809,2.700919945,0.002736686,0.000969721,0.000107812,,,0.042893861,1.5,615.1660714,502.25,1478.9,10.9,1478.9,0.00000016,0.00000941,-2.823908741,1.5,1,1,-1.143422953,-0.189444415,0.057704132,4.025035825,3.071057288
DTXSID3021986,126-73-8,Tributyl phosphate,-2.683678926,-1.988302964,3.859770185,3.164394223,-0.288912949,1.616483348,0.406463013,2.311859311,-1.664758692,-1.988302964,-2.683678926,,,-0.803716103,-4.300162274,-2.394765977,1.176091259,2.767155866,1,3,2.274157849,0.021639205,0.010272994,0.002071672,,,0.157138968,10,237.3721154,188,1000,15,585,0.0000501,0.004029341,-5.602059991,0.0025,1,1,2.918381066,3.613757028,0.385606274,3.069285199,2.373909237
DTXSID2032502,126535-15-7,Triflusulfuron-methyl,-0.156988109,0.526118363,0.765514143,0.082407671,5.333809368,7.310257512,6.016915841,7.993363984,0.982068161,0.526118363,-0.156988109,,,1.509239128,-7.467245621,-5.490797478,0.608526034,3.015359755,0.387389826,3.015359755,2.167021796,9.595512181,3.358291288,0.696645588,,,32.30272264,2.44,442.5791429,146.9,1036,4.06,1036,3.41E-08,0.00000323,-5.602059991,0.0025,1,1,5.445071882,6.128178354,-0.181958952,-0.024970843,-0.708077315
DTXSID3032549,126833-17-8,Fenhexamid,-0.219961738,0.50352455,1.503262967,0.779776679,5.534525594,7.562554318,6.258011882,8.286040606,0.943793755,0.50352455,-0.219961738,,,1.492979667,-7.782516056,-5.754487332,1.283301229,3.371954027,1.230448921,3.450864692,2.618048097,8.786051719,3.188045786,0.602612675,,,31.11570656,17,802.4730159,415,2824,19.2,2354.8,1.65E-08,0.00000176,-2.823908741,1.5,1,1,2.603947003,3.327433291,0.791578377,1.011540116,0.288053827
DTXSID7027047,127-51-5,alpha-Isomethylionone,-1.412351556,-0.320652537,1.962579909,0.87088089,1.428116141,3.140490413,2.519815159,4.232189431,0.317426984,-0.320652537,-1.412351556,,,-0.141010832,-4.552841969,-2.840467696,0.550228353,2.982271233,0.550228353,2.982271233,1.982271233,2.076954508,0.47791148,0.038694429,,,0.722751777,3.55,309.9461538,96,960,3.55,960,0.000028,0.001443884,-5.602059991,0.0025,1,1,4.189708436,5.281407454,-0.240256632,1.172094923,0.080395905
DTXSID6027052,128-39-2,"2,6-Di-tert-butylphenol",-2.487115328,-1.416770102,3.663206587,2.592861361,2.14181681,4.295400728,3.212162036,5.365745954,-1.008856385,-1.416770102,-2.487115328,-0.619228089,-1.771031448,-1.617750133,-6.782516056,-4.628932138,1.176091259,2.875061263,1.176091259,2.875061263,2,0.097981394,0.038302745,0.003257502,0.240310037,0.016942151,0.024112923,15,293.8888889,100,750,15,750,0.000000165,0.0000235,-2.045757491,9,1,1,-0.441357838,0.628987389,0.385606274,2.872721602,1.802376375
DTXSID4032532,128639-02-1,Carfentrazone-ethyl,-0.393450942,0.47803141,1.393450942,0.52196859,5.200008877,7.305519062,6.07149123,8.177001414,0.92246213,0.47803141,-0.393450942,,,1.935901825,-7.698970004,-5.59345982,1,3.07809415,0.477121255,3.096910013,2.354108439,8.364926514,3.006293722,0.404156025,,,86.2783489,3,445.0204082,226,1250,10,1197,0.00000002,0.00000255,-5.602059991,0.0025,1,1,5.208609049,6.080091401,-0.091514981,0.301935961,-0.569546391
DTXSID3024289,129-00-0,Pyrene,-1.150442937,-0.008738846,3.0255042,1.883800109,3.032653224,4.716018155,4.174357315,5.857722246,0.599064173,-0.008738846,-1.150442937,,,-0.140390058,-5.866461092,-4.183096161,1.875061263,2.096910013,1.875061263,2.096910013,1.875061263,3.972502441,0.98007916,0.070722412,,,0.723785607,75,87.5,75,125,75,125,0.00000136,0.0000656,-5.602059991,0.0025,1,1,4.451617054,5.593321146,0.783546282,1.933989219,0.792285128
DTXSID8034871,129630-19-9,Pyraflufen-ethyl,-2.6507798,-1.721755065,3.951809796,3.022785061,2.388749422,4.164528769,3.317774157,5.093553504,-1.368446052,-1.721755065,-2.6507798,,,-0.93734521,-6.815308569,-5.039529222,1.301029996,3.176930084,1.235528447,3.176930084,2.719082574,0.04281086,0.018977759,0.002234705,,,0.115519364,17.2,769.5184375,523.7,1502.9,20,1502.9,0.000000153,0.00000913,-2.823908741,1.5,1,1,0.173128941,1.102153676,0.445043461,3.095823261,2.166798527
DTXSID3022455,131-11-3,Dimethyl phthalate,-0.552668652,-0.150379593,3.032675595,2.630386536,1.752044009,3.689176726,2.154333069,4.091465785,0.189489821,-0.150379593,-0.552668652,0.428906419,0.039099412,0.922038983,-4.241845378,-2.304712661,2.480006943,3.698970004,2.397940009,3.698970004,3,1.546998244,0.707327279,0.280111763,2.684765876,1.094206807,8.356780267,250,1763.714286,1000,5000,302,5000,0.0000573,0.004957781,-1.522878745,30,1,1,0.970210093,1.372499153,1.908485019,2.461153671,2.058864611
DTXSID7020392,131-17-9,Diallyl phthalate,-4.444091263,-4.105746172,5.842031271,5.503686181,-0.255666269,1.742995381,0.082678822,2.081340471,-3.784355484,-4.105746172,-4.444091263,1.088716528,0.708862545,0.311848425,-6.187086643,-4.188424994,1.397940009,2.77815125,1.397940009,2.77815125,2.301029996,0.000164303,7.83888E-05,3.59674E-05,12.26638319,5.115199134,2.050446417,25,269.8979592,200,600,25,600,0.00000065,0.0000648,-2.045757491,9,1,1,-2.398333772,-2.059988682,0.607455023,5.051546286,4.713201196
DTXSID2032398,131341-86-1,Fludioxonil,-1.687529792,-0.501029788,3.207357786,2.020857781,4.036008403,6.163251095,5.222508408,7.3497511,0.101580367,-0.501029788,-1.687529792,,,0.123758861,-7.850780887,-5.723538196,1.519827994,3.108226656,0.51851394,3.116275588,2.656577291,1.263514899,0.315478823,0.020533842,,,1.329715896,3.3,633.0249123,453.5,1307,33.1,1283,1.41E-08,0.00000189,-2.823908741,1.5,1,1,1.136378949,2.322878953,0.777716739,2.465246531,1.278746526
DTXSID8034588,131807-57-3,Famoxadone,-1.773619812,-0.656010779,2.106058272,0.988449239,3.934124117,5.887923694,5.051733149,7.005532727,-0.000354266,-0.656010779,-1.773619812,,,0.020441265,-7.661543506,-5.707743929,0.33243846,2.593286067,0.079181246,3.060320029,2.025305865,0.999184606,0.220794993,0.016841477,,,1.048193024,1.2,199.1090291,106,1149,2.15,392,2.18E-08,0.00000196,-5.602059991,0.0025,1,1,3.828440179,4.946049212,-0.163119129,1.610500683,0.492891651
DTXSID0032520,131860-33-8,Azoxystrobin,-0.319653541,0.34445785,1.579724929,0.915613538,5.388090388,7.301948558,6.052201779,7.966059949,0.823101109,0.34445785,-0.319653541,,,1.668350911,-7.621602099,-5.707743929,1.260071388,2.651859269,1.255272505,2.903089987,2.397940009,6.654280571,2.210333724,0.479012072,,,46.59624404,18,242.6623188,250,800,18.2,448.6,2.39E-08,0.00000196,-2.823908741,1.5,1,1,2.5042552,3.168366591,0.469586403,0.789239944,0.125128553
DTXSID4032611,13194-48-4,Ethoprop,-0.254502276,0.419223459,-1.745497724,-2.419223459,4.979084877,6.897308607,5.652810612,7.571034342,0.915563172,0.419223459,-0.254502276,,,1.345059841,-7.151810883,-5.233587153,-2,1.301029996,-2,1.301029996,0.597695186,8.233095856,2.625569141,0.556541718,,,22.13399671,0.01,5.998025641,3.96,20,0.01,20,7.05E-08,0.00000584,-3.522878745,0.3,0,0,3.26837647,3.942102205,-2.586365003,-2.331862727,-3.005588462
DTXSID0032655,131983-72-7,Triticonazole,-1.666007346,-1.027640045,2.962672537,2.324305235,4.116508709,6.066820925,4.754876011,6.705188227,-0.506024057,-1.027640045,-1.666007346,,,0.969447739,-7.732828272,-5.782516056,1.29666519,3.363480356,0.301029996,3.374528394,2.397940009,0.311871682,0.093833941,0.021577079,,,9.320683038,2,665.2282353,250,2368.8,19.8,2309.3,1.85E-08,0.00000165,-2.823908741,1.5,1,1,1.157901395,1.796268696,0.506180205,2.172187551,1.533820249
DTXSID2021993,132-64-9,Dibenzofuran,-1.050706064,0.098254963,2.140611176,0.991650149,4.117424161,5.845490215,5.266385188,6.994451242,0.755274999,0.098254963,-1.050706064,,,-0.50826791,-6.896196279,-5.168130226,1.089905111,2.602059991,1.089905111,2.602059991,2.301029996,5.692132481,1.253877076,0.088980314,,,0.310264502,12.3,168.1272727,200,400,12.3,400,0.000000127,0.00000679,-5.602059991,0.0025,1,1,4.551353927,5.700314954,0.306425028,1.357131092,0.208170065
DTXSID6021244,13292-46-1,Rifampicin,-1.225865986,-0.846777234,3.225865986,2.846777234,3.673763469,5.806586038,4.052852221,6.18567479,-0.527892165,-0.846777234,-1.225865986,,,0.404492423,-7.032452024,-4.899629455,2,2.602059991,2,2.602059991,2.602059991,0.296556765,0.142305854,0.059447557,,,2.538004707,100,300,400,400,100,400,9.28E-08,0.0000126,-5.602059991,0.0025,1,1,4.376194005,4.755282757,0.908485019,2.134351005,1.755262253
DTXSID2020262,133-90-4,Chloramben,-2.617565027,-1.608671733,5.617565027,4.608671733,2.729222459,4.533630272,3.738115753,5.542523566,-1.173905322,-1.608671733,-2.617565027,,,-1.652575931,-7.151195299,-5.346787486,3,3.477121255,3,3.477121255,3,0.067003066,0.02462228,0.00241232,,,0.022254819,1000,1666.666667,1000,3000,1000,3000,7.06E-08,0.0000045,-5.602059991,0.0025,1,1,2.984494964,3.993388258,2.209515015,4.827080042,3.818186748
